2,09/20/2010,08:30:00 PM,"New Orleans","San Francisco"
3,09/26/2010,01:00:00 PM,"San Francisco","Kansas City"
3,09/26/2010,01:00:00 PM,"Detroit","Minnesota"
3,09/26/2010,01:00:00 PM,"Buffalo","New England"
3,09/26/2010,01:00:00 PM,"Atlanta","New Orleans"
3,09/26/2010,01:00:00 PM,"Tennessee","New York (N)"
3,09/26/2010,01:00:00 PM,"Pittsburgh","Tampa Bay"
3,09/26/2010,01:00:00 PM,"Cincinnati","Carolina"
3,09/26/2010,01:00:00 PM,"Cleveland","Baltimore"
3,09/26/2010,01:00:00 PM,"Dallas","Houston"
3,09/26/2010,04:05:00 PM,"Philadelphia","Jacksonville"
3,09/26/2010,04:05:00 PM,"Washington","St. Louis"
3,09/26/2010,04:15:00 PM,"Indianapolis","Denver"
3,09/26/2010,04:15:00 PM,"Oakland","Arizona"
3,09/26/2010,04:15:00 PM,"San Diego","Seattle"
3,09/26/2010,08:20:00 PM,"New York (A)","Miami"
3,09/27/2010,08:30:00 PM,"Green Bay","Chicago"
4,10/03/2010,01:00:00 PM,"San Francisco","Atlanta"
4,10/03/2010,01:00:00 PM,"New York (A)","Buffalo"
4,10/03/2010,01:00:00 PM,"Cincinnati","Cleveland"
4,10/03/2010,01:00:00 PM,"Detroit","Green Bay"
4,10/03/2010,01:00:00 PM,"Denver","Tennessee"
4,10/03/2010,01:00:00 PM,"Seattle","St. Louis"
4,10/03/2010,01:00:00 PM,"Carolina","New Orleans"
4,10/03/2010,01:00:00 PM,"Baltimore","Pittsburgh"
4,10/03/2010,04:05:00 PM,"Houston","Oakland"
4,10/03/2010,04:05:00 PM,"Indianapolis","Jacksonville"
4,10/03/2010,04:15:00 PM,"Arizona","San Diego"
4,10/03/2010,04:15:00 PM,"Washington","Philadelphia"
4,10/03/2010,08:20:00 PM,"Chicago","New York (N)"
4,10/04/2010,08:30:00 PM,"New England","Miami"
5,10/10/2010,01:00:00 PM,"Jacksonville","Buffalo"
5,10/10/2010,01:00:00 PM,"Tampa Bay","Cincinnati"
5,10/10/2010,01:00:00 PM,"Atlanta","Cleveland"
5,10/10/2010,01:00:00 PM,"St. Louis","Detroit"
5,10/10/2010,01:00:00 PM,"Kansas City","Indianapolis"
5,10/10/2010,01:00:00 PM,"Green Bay","Washington"
5,10/10/2010,01:00:00 PM,"Chicago","Carolina"
5,10/10/2010,01:00:00 PM,"Denver","Baltimore"
5,10/10/2010,01:00:00 PM,"New York (N)","Houston"
5,10/10/2010,04:05:00 PM,"New Orleans","Arizona"
5,10/10/2010,04:15:00 PM,"San Diego","Oakland"
5,10/10/2010,04:15:00 PM,"Tennessee","Dallas"
5,10/10/2010,08:20:00 PM,"Philadelphia","San Francisco"
5,10/11/2010,08:30:00 PM,"Minnesota","New York (A)"
6,10/17/2010,01:00:00 PM,"Seattle","Chicago"
6,10/17/2010,01:00:00 PM,"Baltimore","New England"
6,10/17/2010,01:00:00 PM,"Detroit","New York (N)"
6,10/17/2010,01:00:00 PM,"Atlanta","Philadelphia"
6,10/17/2010,01:00:00 PM,"Cleveland","Pittsburgh"
6,10/17/2010,01:00:00 PM,"Miami","Green Bay"
6,10/17/2010,01:00:00 PM,"San Diego","St. Louis"
6,10/17/2010,01:00:00 PM,"New Orleans","Tampa Bay"
6,10/17/2010,01:00:00 PM,"Kansas City","Houston"
6,10/17/2010,04:05:00 PM,"Oakland","San Francisco"
6,10/17/2010,04:05:00 PM,"New York (A)","Denver"
6,10/17/2010,04:15:00 PM,"Dallas","Minnesota"
6,10/17/2010,08:20:00 PM,"Indianapolis","Washington"
6,10/18/2010,08:30:00 PM,"Tennessee","Jacksonville"
7,10/24/2010,01:00:00 PM,"Cincinnati","Atlanta"
7,10/24/2010,01:00:00 PM,"Washington","Chicago"
7,10/24/2010,01:00:00 PM,"St. Louis","Tampa Bay"
7,10/24/2010,01:00:00 PM,"San Francisco","Carolina"
7,10/24/2010,01:00:00 PM,"Buffalo","Baltimore"
7,10/24/2010,01:00:00 PM,"Philadelphia","Tennessee"
7,10/24/2010,01:00:00 PM,"Jacksonville","Kansas City"
7,10/24/2010,01:00:00 PM,"Pittsburgh","Miami"
7,10/24/2010,01:00:00 PM,"Cleveland","New Orleans"
7,10/24/2010,04:05:00 PM,"Arizona","Seattle"
7,10/24/2010,04:15:00 PM,"New England","San Diego"
7,10/24/2010,04:15:00 PM,"Oakland","Denver"
7,10/24/2010,08:20:00 PM,"Minnesota","Green Bay"
7,10/25/2010,08:30:00 PM,"New York (N)","Dallas"
8,10/31/2010,01:00:00 PM,"Miami","Cincinnati"
8,10/31/2010,01:00:00 PM,"Jacksonville","Dallas"
8,10/31/2010,01:00:00 PM,"Washington","Detroit"
8,10/31/2010,01:00:00 PM,"Buffalo","Kansas City"
8,10/31/2010,01:00:00 PM,"Carolina","St. Louis"
8,10/31/2010,01:00:00 PM,"Green Bay","New York (A)"
8,10/31/2010,01:00:00 PM,"Denver","San Francisco"
8,10/31/2010,04:05:00 PM,"Tennessee","San Diego"
8,10/31/2010,04:15:00 PM,"Tampa Bay","Arizona"
8,10/31/2010,04:15:00 PM,"Minnesota","New England"
8,10/31/2010,04:15:00 PM,"Seattle","Oakland"
8,10/31/2010,08:20:00 PM,"Pittsburgh","New Orleans"
8,11/01/2010,08:30:00 PM,"Houston","Indianapolis"
9,11/07/2010,01:00:00 PM,"Tampa Bay","Atlanta"
9,11/07/2010,01:00:00 PM,"Chicago","Buffalo"
9,11/07/2010,01:00:00 PM,"New England","Cleveland"
9,11/07/2010,01:00:00 PM,"New York (A)","Detroit"
9,11/07/2010,01:00:00 PM,"Arizona","Minnesota"
9,11/07/2010,01:00:00 PM,"New Orleans","Carolina"
9,11/07/2010,01:00:00 PM,"Miami","Baltimore"
9,11/07/2010,01:00:00 PM,"San Diego","Houston"
9,11/07/2010,04:05:00 PM,"New York (N)","Seattle"
9,11/07/2010,04:15:00 PM,"Kansas City","Oakland"
9,11/07/2010,04:15:00 PM,"Indianapolis","Philadelphia"
9,11/07/2010,08:20:00 PM,"Dallas","Green Bay"
9,11/08/2010,08:30:00 PM,"Pittsburgh","Cincinnati"
10,11/11/2010,08:20:00 PM,"Baltimore","Atlanta"
10,11/14/2010,01:00:00 PM,"Detroit","Buffalo"
10,11/14/2010,01:00:00 PM,"Minnesota","Chicago"
10,11/14/2010,01:00:00 PM,"New York (A)","Cleveland"
10,11/14/2010,01:00:00 PM,"Carolina","Tampa Bay"
10,11/14/2010,01:00:00 PM,"Houston","Jacksonville"
10,11/14/2010,01:00:00 PM,"Cincinnati","Indianapolis"
10,11/14/2010,01:00:00 PM,"Tennessee","Miami"
10,11/14/2010,04:05:00 PM,"Kansas City","Denver"
10,11/14/2010,04:15:00 PM,"Dallas","New York (N)"
10,11/14/2010,04:15:00 PM,"Seattle","Arizona"
10,11/14/2010,04:15:00 PM,"St. Louis","San Francisco"
10,11/14/2010,08:20:00 PM,"New England","Pittsburgh"
10,11/15/2010,08:30:00 PM,"Philadelphia","Washington"
11,11/18/2010,08:20:00 PM,"Chicago","Miami"
11,11/21/2010,01:00:00 PM,"Buffalo","Cincinnati"
11,11/21/2010,01:00:00 PM,"Detroit","Dallas"
11,11/21/2010,01:00:00 PM,"Washington","Tennessee"
11,11/21/2010,01:00:00 PM,"Arizona","Kansas City"
11,11/21/2010,01:00:00 PM,"Green Bay","Minnesota"
11,11/21/2010,01:00:00 PM,"Houston","New York (A)"
11,11/21/2010,01:00:00 PM,"Baltimore","Carolina"
11,11/21/2010,01:00:00 PM,"Cleveland","Jacksonville"
11,11/21/2010,01:00:00 PM,"Oakland","Pittsburgh"
11,11/21/2010,04:05:00 PM,"Tampa Bay","San Francisco"
11,11/21/2010,04:05:00 PM,"Seattle","New Orleans"
11,11/21/2010,04:05:00 PM,"Atlanta","St. Louis"
11,11/21/2010,04:15:00 PM,"Indianapolis","New England"
11,11/21/2010,08:20:00 PM,"New York (N)","Philadelphia"
11,11/22/2010,08:30:00 PM,"Denver","San Diego"
12,11/25/2010,12:30:00 PM,"New England","Detroit"
12,11/25/2010,04:15:00 PM,"New Orleans","Dallas"
12,11/25/2010,08:20:00 PM,"Cincinnati","New York (A)"
12,11/28/2010,01:00:00 PM,"Green Bay","Atlanta"
12,11/28/2010,01:00:00 PM,"Pittsburgh","Buffalo"
12,11/28/2010,01:00:00 PM,"Philadelphia","Chicago"
12,11/28/2010,01:00:00 PM,"Carolina","Cleveland"
12,11/28/2010,01:00:00 PM,"Minnesota","Washington"
12,11/28/2010,01:00:00 PM,"Tampa Bay","Baltimore"
12,11/28/2010,01:00:00 PM,"Tennessee","Houston"
12,11/28/2010,01:00:00 PM,"Jacksonville","New York (N)"
12,11/28/2010,04:05:00 PM,"Kansas City","Seattle"
12,11/28/2010,04:05:00 PM,"Miami","Oakland"
12,11/28/2010,04:15:00 PM,"St. Louis","Denver"
12,11/28/2010,08:20:00 PM,"San Diego","Indianapolis"
12,11/29/2010,08:30:00 PM,"San Francisco","Arizona"
13,12/02/2010,08:20:00 PM,"Houston","Philadelphia"
13,12/05/2010,01:00:00 PM,"New Orleans","Cincinnati"
13,12/05/2010,01:00:00 PM,"Chicago","Detroit"
13,12/05/2010,01:00:00 PM,"San Francisco","Green Bay"
13,12/05/2010,01:00:00 PM,"Jacksonville","Tennessee"
13,12/05/2010,01:00:00 PM,"Denver","Kansas City"
13,12/05/2010,01:00:00 PM,"Cleveland","Miami"
13,12/05/2010,01:00:00 PM,"Buffalo","Minnesota"
13,12/05/2010,01:00:00 PM,"Washington","New York (N)"
13,12/05/2010,01:00:00 PM,"Atlanta","Tampa Bay"
13,12/05/2010,04:05:00 PM,"Oakland","San Diego"
13,12/05/2010,04:15:00 PM,"Carolina","Seattle"
13,12/05/2010,04:15:00 PM,"St. Louis","Arizona"
13,12/05/2010,04:15:00 PM,"Dallas","Indianapolis"
13,12/05/2010,08:20:00 PM,"Pittsburgh","Baltimore"
13,12/06/2010,08:30:00 PM,"New York (A)","New England"
14,12/09/2010,08:20:00 PM,"Indianapolis","Tennessee"
14,12/12/2010,01:00:00 PM,"Cleveland","Buffalo"
14,12/12/2010,01:00:00 PM,"New England","Chicago"
14,12/12/2010,01:00:00 PM,"Green Bay","Detroit"
14,12/12/2010,01:00:00 PM,"New York (N)","Minnesota"
14,12/12/2010,01:00:00 PM,"Cincinnati","Pittsburgh"
14,12/12/2010,01:00:00 PM,"Tampa Bay","Washington"
14,12/12/2010,01:00:00 PM,"Atlanta","Carolina"
14,12/12/2010,01:00:00 PM,"Oakland","Jacksonville"
14,12/12/2010,04:05:00 PM,"Seattle","San Francisco"
14,12/12/2010,04:05:00 PM,"St. Louis","New Orleans"
14,12/12/2010,04:15:00 PM,"Miami","New York (A)"
14,12/12/2010,04:15:00 PM,"Denver","Arizona"
14,12/12/2010,04:15:00 PM,"Kansas City","San Diego"
14,12/12/2010,08:20:00 PM,"Philadelphia","Dallas"
14,12/13/2010,08:30:00 PM,"Baltimore","Houston"
15,12/16/2010,08:20:00 PM,"San Francisco","San Diego"
15,12/19/2010,01:00:00 PM,"Cleveland","Cincinnati"
15,12/19/2010,01:00:00 PM,"Washington","Dallas"
15,12/19/2010,01:00:00 PM,"Houston","Tennessee"
15,12/19/2010,01:00:00 PM,"Jacksonville","Indianapolis"
15,12/19/2010,01:00:00 PM,"Kansas City","St. Louis"
15,12/19/2010,01:00:00 PM,"Buffalo","Miami"
15,12/19/2010,01:00:00 PM,"Detroit","Tampa Bay"
15,12/19/2010,01:00:00 PM,"Arizona","Carolina"
15,12/19/2010,01:00:00 PM,"New Orleans","Baltimore"
15,12/19/2010,01:00:00 PM,"Philadelphia","New York (N)"
15,12/19/2010,04:05:00 PM,"Atlanta","Seattle"
15,12/19/2010,04:15:00 PM,"New York (A)","Pittsburgh"
15,12/19/2010,04:15:00 PM,"Denver","Oakland"
15,12/19/2010,08:20:00 PM,"Green Bay","New England"
15,12/20/2010,08:30:00 PM,"Chicago","Minnesota"
16,12/23/2010,08:20:00 PM,"Carolina","Pittsburgh"
16,12/25/2010,07:30:00 PM,"Dallas","Arizona"
16,12/26/2010,01:00:00 PM,"New England","Buffalo"
16,12/26/2010,01:00:00 PM,"New York (A)","Chicago"
16,12/26/2010,01:00:00 PM,"San Francisco","St. Louis"
16,12/26/2010,01:00:00 PM,"Detroit","Miami"
16,12/26/2010,01:00:00 PM,"Minnesota","Philadelphia"
16,12/26/2010,01:00:00 PM,"Seattle","Tampa Bay"
16,12/26/2010,01:00:00 PM,"Washington","Jacksonville"
16,12/26/2010,01:00:00 PM,"Baltimore","Cleveland"
16,12/26/2010,01:00:00 PM,"Tennessee","Kansas City"
16,12/26/2010,04:05:00 PM,"Indianapolis","Oakland"
16,12/26/2010,04:05:00 PM,"Houston","Denver"
16,12/26/2010,04:15:00 PM,"New York (N)","Green Bay"
16,12/26/2010,08:20:00 PM,"San Diego","Cincinnati"
16,12/27/2010,08:30:00 PM,"New Orleans","Atlanta"
17,01/02/2011,01:00:00 PM,"Carolina","Atlanta"
17,01/02/2011,01:00:00 PM,"Pittsburgh","Cleveland"
17,01/02/2011,01:00:00 PM,"New York (N)","Washington"
17,01/02/2011,01:00:00 PM,"Cincinnati","Baltimore"
17,01/02/2011,01:00:00 PM,"Jacksonville","Houston"
17,01/02/2011,01:00:00 PM,"Minnesota","Detroit"
17,01/02/2011,01:00:00 PM,"Chicago","Green Bay"
17,01/02/2011,01:00:00 PM,"Tennessee","Indianapolis"
17,01/02/2011,01:00:00 PM,"Oakland","Kansas City"
17,01/02/2011,01:00:00 PM,"Miami","New England"
17,01/02/2011,01:00:00 PM,"Tampa Bay","New Orleans"
17,01/02/2011,01:00:00 PM,"Buffalo","New York (A)"
17,01/02/2011,01:00:00 PM,"Dallas","Philadelphia"
17,01/02/2011,04:15:00 PM,"Arizona","San Francisco"
17,01/02/2011,04:15:00 PM,"St. Louis","Seattle"
17,01/02/2011,04:15:00 PM,"San Diego","Denver"
